Date,Average Dew Point (F),Average Temperature (F),Average Relative Humidity (%),Average Daily Wind Speed (mph),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2017-01-16,62,66,92,8.3,73,59,1.21
2017-01-17,54,56,94,11.4,59,53,0.64
2017-01-18,52,53,97,7.6,54,51,1.04
2017-01-19,54,56,94,6.9,61,52,0.04
2017-01-20,56,65,80,5.8,71,58,0.00
2017-01-21,57,67,75,8.1,77,57,0.01
2017-01-22,40,59,47,16.3,67,51,0.0
2017-01-23,38,58,52,6.9,71,44,0.00
2017-01-24,56,65,76,13.9,80,50,0.00
2017-01-25,41,59,52,11.4,70,48,0.01
2017-01-26,28,50,45,7.8,60,40,0.00
2017-01-27,23,49,38,8.7,57,40,0.0
2017-01-28,29,51,49,9.2,61,40,0.00
2017-01-29,30,51,49,6.7,68,33,0.00
2017-01-30,30,59,42,5.8,78,39,0.00
2017-01-31,40,61,51,10.1,76,46,0.00
2017-02-01,60,67,79,11.2,80,54,0.00
2017-02-02,43,56,63,9.8,68,45,0.02
2017-02-03,40,49,66,9.8,54,44,0.00
2017-02-04,42,52,70,5.8,55,48,0.02
2017-02-05,60,65,89,6.7,76,54,0.06
2017-02-06,65,74,81,13.9,81,67,0.00
2017-02-07,54,73,58,9.8,86,60,0.00
2017-02-08,50,70,56,13.2,86,54,0.00
2017-02-09,35,55,47,9.2,68,42,0.00
2017-02-10,55,63,74,10.5,79,47,0.00
2017-02-11,65,78,74,13.9,87,69,0.00
2017-02-12,65,74,78,8.5,84,64,0.00
2017-02-13,62,72,76,11.6,79,64,0.03
2017-02-14,50,58,83,15.4,67,48,0.91
2017-02-15,37,53,58,10.1,64,42,0.00
2017-02-16,35,51,56,3.8,66,35,0.00
2017-02-17,52,61,78,10.3,71,50,0.0
2017-02-18,59,70,74,9.4,84,56,0.00
2017-02-19,66,74,82,12.3,81,68,0.00
2017-02-20,59,65,94,8.5,71,58,2.22
2017-02-21,52,65,68,9.8,75,55,0.00
2017-02-22,46,65,52,4.0,82,48,0.00
2017-02-23,56,70,67,12.3,85,55,0.00
2017-02-24,52,65,65,10.1,76,53,0.00
2017-02-25,30,54,41,9.8,65,43,0.00
2017-02-26,49,59,68,10.5,73,45,0.0
2017-02-27,64,76,78,12.3,84,67,0.00
2017-02-28,,77,,13.9,83,71,0.00
2017-03-01,46,63,53,12.5,73,52,0.0
2017-03-02,26,56,32,9.6,66,45,0.00
2017-03-03,30,58,38,8.5,71,44,0.00
2017-03-04,48,56,79,7.6,61,51,0.27
2017-03-05,62,63,93,11.6,71,56,0.11
2017-03-06,67,75,81,15.7,82,68,0.01
2017-03-07,53,68,63,8.5,77,59,0.0
2017-03-08,50,67,57,8.3,76,58,0.00
2017-03-09,66,72,91,8.5,78,65,0.04
2017-03-10,66,71,86,4.5,78,63,0.00
2017-03-11,63,65,92,6.9,72,58,0.24
2017-03-12,45,51,84,10.5,58,45,0.0
2017-03-13,47,56,76,7.8,66,46,0.0
2017-03-14,36,54,51,5.8,68,39,0.00
2017-03-15,48,60,69,8.1,72,47,0.00
2017-03-16,58,66,79,11.9,78,53,0.0
2017-03-17,62,74,75,14.5,81,67,0.0
2017-03-18,63,73,79,5.6,83,63,0.00
2017-03-19,63,74,75,8.5,83,64,0.00
2017-03-20,60,74,65,11.6,84,64,0.00
2017-03-21,60,73,70,10.5,84,62,0.00
2017-03-22,62,74,69,8.5,83,66,0.00
2017-03-23,59,74,67,17.0,86,62,0.00
2017-03-24,65,71,84,15.0,76,66,0.28
2017-03-25,51,67,58,7.2,77,57,0.00
2017-03-26,63,72,73,12.3,86,58,0.00
2017-03-27,66,74,80,6.7,82,67,0.31
2017-03-28,67,77,75,16.3,87,67,0.00
2017-03-29,60,72,72,8.1,82,62,0.50
2017-03-30,49,65,58,9.2,77,54,0.00
2017-03-31,51,70,56,11.0,85,55,0.00
2017-04-01,53,69,67,10.5,79,59,0.00
2017-04-02,56,68,76,8.1,75,60,0.56
2017-04-03,54,67,64,7.6,83,52,0.00
2017-04-04,58,74,67,7.6,87,60,0.00
2017-04-05,43,61,52,12.3,72,50,0.0
2017-04-06,41,62,50,2.0,77,47,0.00
2017-04-07,46,65,51,5.1,80,50,0.00
2017-04-08,55,68,65,12.8,82,54,0.00
2017-04-09,61,74,70,15.0,85,62,0.00
2017-04-10,68,77,83,10.7,82,71,0.0
2017-04-11,62,66,90,7.2,73,59,1.62
2017-04-12,63,69,86,6.5,80,57,0.00
2017-04-13,61,72,73,8.1,82,63,0.00
2017-04-14,62,71,77,7.4,82,60,0.00
2017-04-15,64,72,76,8.5,83,62,0.00
2017-04-16,66,76,74,8.9,85,68,0.00
2017-04-17,66,74,84,7.2,83,65,0.49
2017-04-18,66,71,89,8.1,77,65,0.06
2017-04-19,67,75,81,8.5,84,66,0.0
2017-04-20,67,77,74,9.6,86,68,0.00
2017-04-21,67,77,74,11.9,86,68,0.00
2017-04-22,56,63,78,11.4,72,55,0.01
2017-04-23,46,62,58,10.1,74,50,0.00
2017-04-24,49,63,58,6.5,79,48,0.00
2017-04-25,65,74,75,15.9,86,62,0.00
2017-04-26,62,75,64,15.4,92,58,0.0
2017-04-27,52,66,58,9.8,81,51,0.00
2017-04-28,70,81,73,16.8,93,70,0.00
2017-04-29,70,77,76,18.6,91,62,0.03
2017-04-30,46,65,57,8.9,75,54,0.15
2017-05-01,51,67,55,8.1,86,49,0.00
2017-05-02,56,73,58,9.2,89,57,0.00
2017-05-03,65,76,72,15.0,91,60,0.10
2017-05-04,45,65,49,13.0,75,55,0.00
2017-05-05,44,66,47,7.8,80,51,0.00
2017-05-06,48,69,47,3.6,86,52,0.00
2017-05-07,57,72,61,8.1,85,59,0.00
2017-05-08,61,73,67,10.1,83,63,0.00
2017-05-09,66,73,75,11.0,82,64,0.0
2017-05-10,67,76,76,12.8,85,68,0.00
2017-05-11,70,78,81,9.2,86,70,0.86
2017-05-12,59,72,65,11.4,83,62,0.20
2017-05-13,60,72,64,6.7,85,60,0.00
2017-05-14,63,76,66,6.7,87,64,0.00
2017-05-15,63,76,67,9.6,89,63,0.00
2017-05-16,66,78,70,15.2,88,67,0.00
2017-05-17,71,76,85,9.6,80,72,0.06
2017-05-18,71,83,73,14.3,91,76,0.0
2017-05-19,72,82,73,15.0,91,73,0.00
2017-05-20,71,76,82,9.2,83,68,0.91
2017-05-21,65,73,80,12.1,80,66,0.10
2017-05-22,65,67,90,10.3,73,61,2.20
2017-05-23,62,71,80,7.8,82,59,0.22
2017-05-24,52,69,57,8.1,83,55,0.00
2017-05-25,59,76,57,13.4,90,62,0.00
2017-05-26,72,82,77,12.5,91,73,0.00
2017-05-27,74,85,75,13.6,93,77,0.00
2017-05-28,73,81,80,11.9,92,70,0.21
2017-05-29,69,77,81,5.4,84,69,0.0
2017-05-30,68,79,73,4.9,88,69,0.00
2017-05-31,70,80,74,5.6,88,71,0.05
2017-06-01,70,77,84,6.3,85,69,0.20
2017-06-02,71,81,78,5.8,90,71,0.00
2017-06-03,72,81,85,5.8,91,71,1.27
2017-06-04,70,75,91,6.5,84,66,2.95
2017-06-05,71,76,88,3.1,84,68,0.17
2017-06-06,69,79,77,8.7,88,69,0.00
2017-06-07,67,80,64,5.8,92,68,0.00
2017-06-08,63,79,60,6.0,88,70,0.00
2017-06-09,67,77,72,7.6,84,70,0.01
2017-06-10,67,78,69,10.1,89,67,0.00
2017-06-11,69,80,73,8.3,91,69,0.00
2017-06-12,72,83,74,9.2,92,73,0.00
2017-06-13,74,83,78,12.1,91,75,0.16
2017-06-14,73,85,71,12.5,93,77,0.00
2017-06-15,74,84,76,9.4,93,75,0.00
2017-06-16,73,84,73,10.5,94,74,0.00
2017-06-17,74,84,75,13.0,93,75,0.00
2017-06-18,74,85,73,11.4,94,76,0.00
2017-06-19,73,82,79,5.6,91,73,0.00
2017-06-20,72,84,70,9.8,93,75,0.00
2017-06-21,70,83,69,13.6,91,74,0.00
2017-06-22,74,80,82,9.4,85,75,0.02
2017-06-23,75,85,74,11.0,95,76,0.00
2017-06-24,72,77,84,7.8,84,70,0.0
2017-06-25,73,80,89,6.3,87,72,0.98
2017-06-26,72,80,83,5.8,89,71,0.0
2017-06-27,72,80,84,6.5,88,72,0.0
2017-06-28,71,80,78,7.8,91,69,0.00
2017-06-29,74,85,74,9.4,95,74,0.00
2017-06-30,75,88,70,14.3,96,80,0.00
2017-07-01,74,88,69,10.7,96,79,0.00
2017-07-02,75,87,71,9.4,96,77,0.00
2017-07-03,74,87,68,10.5,96,78,0.00
2017-07-04,75,84,74,9.4,96,72,0.56
2017-07-05,73,85,68,7.6,95,75,0.00
2017-07-06,73,87,68,5.6,96,77,0.00
2017-07-07,72,86,68,4.3,96,76,0.00
2017-07-08,72,86,64,5.8,97,75,0.00
2017-07-09,71,86,70,8.9,98,73,0.07
2017-07-10,73,82,80,8.3,90,74,0.0
2017-07-11,72,87,67,8.5,97,76,0.00
2017-07-12,72,86,66,7.8,97,75,0.00
2017-07-13,72,87,65,5.6,98,75,0.00
2017-07-14,73,86,67,4.0,96,76,0.07
2017-07-15,73,87,80,4.9,100,74,0.09
2017-07-16,72,83,76,3.8,95,72,0.0
2017-07-17,73,86,70,5.1,96,75,0.00
2017-07-18,73,87,68,5.4,97,76,0.00
2017-07-19,73,87,66,5.4,98,76,0.00
2017-07-20,73,89,63,6.9,100,78,0.00
2017-07-21,73,87,66,7.6,98,76,0.00
2017-07-22,73,88,67,8.9,99,77,0.00
2017-07-23,73,89,63,9.6,100,78,0.00
2017-07-24,72,89,63,9.4,98,80,0.00
2017-07-25,72,88,64,11.2,99,77,0.00
2017-07-26,72,89,65,9.2,100,77,0.00
2017-07-27,72,88,63,8.1,100,76,0.00
2017-07-28,70,89,59,7.8,102,76,0.00
2017-07-29,71,91,57,6.7,104,78,0.00
2017-07-30,71,89,59,7.8,99,79,0.00
2017-07-31,64,85,50,7.4,96,73,0.00
2017-08-01,65,86,51,4.3,99,73,0.00
2017-08-02,73,83,81,4.7,90,76,0.08
2017-08-03,71,85,68,4.9,94,76,0.0
2017-08-04,72,88,64,5.8,100,76,0.00
2017-08-05,74,86,72,8.7,98,74,0.00
2017-08-06,75,89,71,12.8,100,78,0.0
2017-08-07,75,78,93,5.6,82,73,2.62
2017-08-08,74,83,81,7.6,90,75,0.09
2017-08-09,74,85,75,5.8,93,76,0.00
2017-08-10,75,87,71,6.7,96,77,0.00
2017-08-11,76,88,71,6.5,98,78,0.00
2017-08-12,75,88,70,7.8,97,78,0.00
2017-08-13,75,88,69,9.4,97,78,0.00
2017-08-14,73,89,65,10.5,98,79,0.00
2017-08-15,74,87,67,11.0,97,77,0.00
2017-08-16,74,89,68,12.1,99,78,0.00
2017-08-17,74,90,65,9.2,99,80,0.00
2017-08-18,73,88,65,6.5,98,77,0.00
2017-08-19,73,88,64,7.2,99,77,0.00
2017-08-20,72,89,64,6.7,99,78,0.00
2017-08-21,73,87,67,6.3,96,77,0.00
2017-08-22,70,87,62,4.3,99,74,0.00
2017-08-23,71,88,70,5.1,100,75,2.49
2017-08-24,74,84,78,6.0,93,75,0.00
2017-08-25,73,81,78,12.3,86,76,0.12
2017-08-26,74,76,95,18.3,77,74,4.86
2017-08-27,72,73,96,20.8,76,70,7.45
2017-08-28,70,74,88,19.0,76,71,3.30
2017-08-29,67,79,71,16.1,86,72,0.01
2017-08-30,66,80,64,12.8,90,70,0.00
2017-08-31,66,81,62,7.2,91,70,0.00
2017-09-01,68,81,66,3.6,92,69,0.00
2017-09-02,69,81,68,3.6,91,72,0.00
2017-09-03,70,82,69,3.8,91,73,0.00
2017-09-04,69,82,69,3.4,91,73,0.00
2017-09-05,72,83,72,4.0,92,73,0.02
2017-09-06,57,78,51,11.0,85,70,0.00
2017-09-07,55,72,54,7.2,83,61,0.00
2017-09-08,56,72,57,6.9,84,61,0.00
2017-09-09,59,74,59,8.1,85,64,0.00
2017-09-10,58,76,58,9.4,86,65,0.00
2017-09-11,56,74,54,8.9,85,63,0.00
2017-09-12,56,75,53,6.7,89,60,0.00
2017-09-13,63,78,63,5.4,89,66,0.00
2017-09-14,69,80,72,8.7,92,68,0.00
2017-09-15,70,81,73,8.7,91,70,0.00
2017-09-16,71,82,74,5.4,92,72,0.00
2017-09-17,70,81,72,3.6,91,72,0.00
2017-09-18,75,82,87,4.7,90,74,0.20
2017-09-19,74,84,75,9.8,93,75,0.00
2017-09-20,75,86,75,9.6,94,78,0.00
2017-09-21,74,84,81,9.8,93,75,0.00
2017-09-22,72,83,74,6.9,92,74,0.00
2017-09-23,71,81,74,4.9,91,72,0.00
2017-09-24,70,81,73,7.2,91,72,0.00
2017-09-25,71,81,74,7.4,92,71,0.0
2017-09-26,72,81,77,4.3,90,73,0.00
2017-09-27,72,85,71,4.7,92,77,0.00
2017-09-28,73,83,83,7.6,92,74,0.76
2017-09-29,68,81,69,9.6,90,73,0.00
2017-09-30,58,77,53,6.9,88,66,0.00
2017-10-01,63,77,62,5.1,88,66,0.00
2017-10-02,71,80,77,7.4,90,70,0.00
2017-10-03,75,82,89,7.4,91,73,0.52
2017-10-04,69,81,72,6.9,89,74,0.00
2017-10-05,66,80,68,4.9,89,70,0.00
2017-10-06,65,77,68,3.6,87,67,0.00
2017-10-07,66,79,68,3.6,91,66,0.00
2017-10-08,69,80,71,4.5,90,69,0.0
2017-10-09,72,83,76,8.1,93,72,0.00
2017-10-10,55,69,61,11.4,76,61,0.00
2017-10-11,51,69,53,7.4,81,57,0.00
2017-10-12,62,74,64,3.8,88,61,0.00
2017-10-13,70,81,76,4.7,90,73,0.00
2017-10-14,72,81,78,5.4,90,72,0.00
2017-10-15,61,72,69,10.5,81,63,0.00
2017-10-16,45,67,48,10.7,79,54,0.00
2017-10-17,43,65,49,4.5,79,52,0.00
2017-10-18,48,65,57,2.7,82,49,0.00
2017-10-19,59,72,67,5.1,86,57,0.0
2017-10-20,67,77,79,8.9,87,67,0.01
2017-10-21,72,81,79,11.6,90,73,0.00
2017-10-22,59,68,74,8.5,78,58,1.46
2017-10-23,50,65,63,2.0,80,49,0.00
2017-10-24,37,65,38,11.4,77,53,0.00
2017-10-25,39,61,47,4.9,77,44,0.00
2017-10-26,48,66,54,10.5,82,50,0.00
2017-10-27,40,54,53,15.4,65,42,0.00
2017-10-28,27,50,45,8.5,63,37,0.00
2017-10-29,30,53,46,6.3,72,34,0.00
2017-10-30,47,62,60,6.0,79,45,0.00
2017-10-31,53,62,80,7.6,66,57,0.95
2017-11-01,63,66,92,6.5,76,56,0.32
2017-11-02,71,78,84,10.1,85,71,0.00
2017-11-03,72,80,82,7.8,87,73,0.00
2017-11-04,71,79,82,8.3,86,72,0.00
2017-11-05,71,80,80,10.5,87,72,0.00
2017-11-06,69,79,75,8.7,87,71,0.00
2017-11-07,63,72,76,10.3,85,59,0.00
2017-11-08,49,54,85,12.3,60,49,0.16
2017-11-09,49,52,89,8.7,55,48,0.03
2017-11-10,47,57,70,5.8,68,46,0.00
2017-11-11,55,67,69,8.1,76,59,0.00
2017-11-12,58,72,67,4.7,82,61,0.00
2017-11-13,61,69,77,5.4,78,60,0.00
2017-11-14,61,70,76,8.1,79,61,0.00
2017-11-15,64,70,85,5.1,78,62,0.04
2017-11-16,68,73,89,5.8,78,68,0.04
2017-11-17,68,77,81,11.6,84,69,0.00
2017-11-18,56,69,61,17.0,84,53,0.00
2017-11-19,36,54,51,7.4,66,41,0.00
2017-11-20,40,55,59,6.9,69,41,0.00
2017-11-21,55,63,80,6.9,74,51,0.00
2017-11-22,39,54,57,11.9,65,42,0.00
2017-11-23,33,51,51,2.2,67,35,0.00
2017-11-24,39,58,53,6.0,74,42,0.00
2017-11-25,54,65,73,6.0,80,50,0.00
2017-11-26,51,65,68,4.7,77,54,0.00
2017-11-27,46,61,58,6.5,74,48,0.00
2017-11-28,53,65,71,8.3,79,51,0.00
2017-11-29,46,60,61,5.6,72,49,0.00
2017-11-30,41,60,52,5.4,75,45,0.00
2017-12-01,49,62,66,3.8,76,49,0.00
2017-12-02,54,63,74,4.3,77,50,0.00
2017-12-03,62,65,92,6.7,75,55,0.12
2017-12-04,68,73,87,10.5,81,65,0.02
2017-12-05,47,59,65,13.4,71,47,0.10
2017-12-06,41,44,90,8.9,47,40,0.84
2017-12-07,35,40,80,8.7,48,32,0.45
2017-12-08,27,40,68,4.9,48,32,0.00
2017-12-09,30,48,58,5.8,64,31,0.00
2017-12-10,32,50,57,3.1,66,33,0.00
2017-12-11,34,54,52,3.8,74,35,0.00
2017-12-12,29,50,45,9.2,62,37,0.00
2017-12-13,34,46,64,5.1,60,32,0.00
2017-12-14,38,54,60,5.4,64,44,0.00
2017-12-15,32,51,52,6.7,60,41,0.00
2017-12-16,40,46,80,5.8,54,38,1.06
2017-12-17,46,47,97,2.0,52,42,0.00
2017-12-18,56,58,94,4.3,64,51,0.0
2017-12-19,66,70,93,8.5,77,62,0.70
2017-12-20,52,61,77,3.8,71,51,0.00
2017-12-21,60,63,84,8.5,78,48,0.0
2017-12-22,57,58,94,11.2,75,41,0.10
2017-12-23,36,45,71,6.9,54,37,0.00
2017-12-24,37,48,74,9.6,60,36,0.00
2017-12-25,33,43,67,8.1,54,32,0.00
2017-12-26,43,46,94,10.1,50,42,0.09
2017-12-27,35,41,79,12.8,43,39,0.01
2017-12-28,32,43,68,6.9,46,39,0.00
2017-12-29,36,45,68,5.4,50,41,0.00
2017-12-30,48,53,91,6.7,59,47,0.01
2017-12-31,37,39,92,14.3,47,30,0.0
2018-01-01,14,31,52,13.4,37,25,0.00
2018-01-02,12,29,46,9.2,32,26,0.00
2018-01-03,17,35,55,5.1,49,20,0.00
2018-01-04,23,40,54,1.6,55,25,0.00
2018-01-05,28,50,50,5.4,60,39,0.00
2018-01-06,41,52,71,6.0,67,37,0.00
2018-01-07,53,59,82,10.5,70,48,0.06
2018-01-08,42,54,66,12.5,65,44,0.00
2018-01-09,44,49,78,6.0,59,39,0.00
2018-01-10,52,63,69,11.9,68,58,0.00
2018-01-11,45,55,71,13.6,72,38,0.0
2018-01-12,18,40,43,14.1,51,29,0.00
2018-01-13,19,41,46,7.8,52,29,0.00
2018-01-14,27,44,55,6.5,57,31,0.00
2018-01-15,42,53,75,9.8,69,37,0.20
2018-01-16,17,29,69,17.4,39,19,0.06
2018-01-17,10,27,51,7.2,38,15,0.00
2018-01-18,16,30,53,4.7,40,20,0.00
2018-01-19,38,49,69,7.6,60,37,0.01
2018-01-20,56,60,96,7.6,67,54,0.01
2018-01-21,64,67,87,13.6,72,63,0.02
2018-01-22,31,56,40,10.5,68,44,0.09
2018-01-23,26,48,44,4.5,64,32,0.00
2018-01-24,24,50,39,5.1,66,34,0.00
2018-01-25,28,50,48,6.3,65,35,0.00
2018-01-26,52,56,82,9.8,67,46,0.00
2018-01-27,59,62,97,6.3,65,58,0.60
2018-01-28,46,60,67,8.9,70,50,0.01
2018-01-29,31,49,50,9.8,63,36,0.00
2018-01-30,30,50,52,7.4,64,36,0.00
2018-01-31,45,54,70,12.3,71,38,0.00
2018-02-01,50,63,71,9.6,72,53,0.00
2018-02-02,32,53,46,11.4,58,47,0.0
2018-02-03,43,48,82,6.3,54,42,0.08
2018-02-04,54,56,95,6.7,62,49,0.00
2018-02-05,39,47,69,5.8,56,39,0.0
2018-02-06,48,47,98,8.9,55,40,0.06
2018-02-07,36,39,90,13.2,42,36,0.25
2018-02-08,39,47,74,6.7,61,34,0.00
2018-02-09,54,56,93,6.0,61,51,0.03
2018-02-10,51,51,98,8.5,64,38,0.09
2018-02-11,30,35,83,14.5,38,31,0.0
2018-02-12,32,38,80,8.5,46,30,0.00
2018-02-13,43,44,98,5.8,47,40,0.08
2018-02-14,56,58,98,5.4,69,47,0.07
2018-02-15,65,72,87,12.1,79,65,0.0
2018-02-16,57,65,75,9.4,74,56,0.0
2018-02-17,49,56,83,7.2,62,49,0.05
2018-02-18,59,65,89,11.2,78,52,0.01
2018-02-19,65,73,80,19.0,79,67,0.0
2018-02-20,68,74,88,15.0,77,70,0.23
2018-02-21,48,57,98,13.0,71,43,0.56
2018-02-22,45,44,100,8.1,47,41,0.01
2018-02-23,56,59,94,4.3,74,44,0.00
2018-02-24,65,69,88,11.2,75,62,0.01
2018-02-25,52,57,85,9.2,62,52,0.33
2018-02-26,52,60,85,6.5,68,51,0.0
2018-02-27,63,69,88,11.4,80,57,0.0
2018-02-28,67,76,81,14.1,83,69,0.0
2018-03-01,56,65,74,11.9,75,54,0.05
2018-03-02,52,63,69,5.8,76,51,0.00
2018-03-03,53,63,70,8.5,75,52,0.00
2018-03-04,65,70,89,12.8,77,63,0.06
2018-03-05,58,72,67,11.4,84,59,0.07
2018-03-06,28,60,31,9.2,74,46,0.00
2018-03-07,28,54,37,8.9,65,44,0.00
2018-03-08,33,57,44,7.6,68,46,0.00
2018-03-09,50,61,66,12.3,73,49,0.0
2018-03-10,63,74,76,9.8,83,64,0.0
2018-03-11,53,62,66,14.5,72,52,0.00
2018-03-12,38,54,53,9.6,65,43,0.00
2018-03-13,35,58,46,7.2,70,45,0.00
2018-03-14,34,56,44,5.8,70,42,0.00
2018-03-15,51,61,70,12.5,73,48,0.0
2018-03-16,62,74,71,9.2,85,64,0.0
2018-03-17,67,76,79,10.7,82,69,0.0
2018-03-18,67,72,90,7.2,81,63,0.97
2018-03-19,47,68,51,11.4,78,57,0.02
2018-03-20,41,58,54,10.3,68,48,0.00
2018-03-21,38,58,46,4.9,74,42,0.00
2018-03-22,47,64,57,12.5,78,50,0.00
2018-03-23,59,69,74,15.7,81,58,0.00
2018-03-24,66,75,80,10.7,83,67,0.00
2018-03-25,66,74,79,10.5,81,68,0.0
2018-03-26,65,76,75,16.3,85,67,0.00
2018-03-27,67,74,80,12.3,84,64,0.29
2018-03-28,63,63,98,8.3,67,60,4.52
2018-03-29,60,68,80,6.9,78,57,0.18
2018-03-30,49,64,60,9.2,74,54,0.00
2018-03-31,57,67,74,10.5,80,53,0.00
2018-04-01,62,69,78,8.7,81,58,0.00
2018-04-02,65,72,78,12.3,83,61,0.00
2018-04-03,64,72,78,13.2,83,61,0.01
2018-04-04,38,60,44,11.6,70,49,0.00
2018-04-05,54,63,71,10.5,74,52,0.0
2018-04-06,68,74,84,11.9,84,65,0.15
2018-04-07,46,54,95,14.1,68,41,0.01
2018-04-08,46,50,86,6.7,57,42,0.00
2018-04-09,53,63,76,8.5,71,54,0.00
2018-04-10,46,63,56,7.8,75,50,0.00
2018-04-11,49,63,58,9.6,80,47,0.00
2018-04-12,62,72,74,16.3,84,60,0.00
2018-04-13,68,71,84,17.0,80,61,0.31
2018-04-14,40,57,53,13.0,66,48,0.17
2018-04-15,36,54,51,8.7,67,41,0.00
2018-04-16,,62,,9.6,80,44,0.00
2018-04-17,57,71,66,15.2,83,59,0.00
2018-04-18,58,74,64,10.5,83,64,0.00
2018-04-19,39,67,38,11.4,76,57,0.00
2018-04-20,45,60,61,9.2,67,53,0.00
2018-04-21,61,62,90,8.7,70,54,0.83
2018-04-22,51,62,71,11.4,71,52,0.00
2018-04-23,52,63,65,7.6,78,49,0.00
2018-04-24,57,69,63,2.5,84,54,0.00
2018-04-25,57,69,71,8.1,83,56,0.00
2018-04-26,48,62,61,6.7,76,48,0.00
2018-04-27,53,67,62,4.0,79,54,0.00
2018-04-28,54,69,59,2.7,83,56,0.00
2018-04-29,56,70,65,6.7,82,57,0.00
2018-04-30,62,69,76,11.0,80,58,0.00
2018-05-01,69,74,86,11.9,80,68,0.0
2018-05-02,71,79,80,15.0,87,71,0.02
2018-05-03,70,81,77,14.3,87,74,0.0
2018-05-04,68,71,93,8.5,77,65,0.85
2018-05-05,61,72,71,5.8,83,61,0.0
2018-05-06,58,71,63,2.7,85,57,0.00
2018-05-07,60,74,61,3.8,88,61,0.00
2018-05-08,58,76,57,8.7,89,63,0.00
2018-05-09,59,75,61,8.9,88,62,0.00
2018-05-10,63,74,68,10.5,88,61,0.00
2018-05-11,67,80,69,14.3,89,70,0.00
2018-05-12,70,81,71,12.8,91,72,0.00
2018-05-13,70,82,72,10.7,91,73,0.00
2018-05-14,69,81,70,9.4,89,73,0.00
2018-05-15,66,80,67,5.6,90,69,0.00
2018-05-16,67,79,66,5.1,92,66,0.00
2018-05-17,66,81,61,4.9,94,68,0.00
2018-05-18,69,83,69,10.5,94,71,0.00
2018-05-19,69,83,68,13.2,93,74,0.00
2018-05-20,71,76,90,8.1,84,68,0.45
2018-05-21,70,77,91,6.3,87,67,0.76
2018-05-22,69,77,78,5.4,86,68,0.0
2018-05-23,70,80,78,4.9,90,70,0.00
2018-05-24,71,81,75,5.1,90,71,0.00
2018-05-25,71,81,74,4.7,92,71,0.00
2018-05-26,72,83,71,7.4,93,72,0.00
2018-05-27,71,84,70,5.1,95,73,0.00
2018-05-28,70,84,65,3.6,94,74,0.00
2018-05-29,71,84,66,5.4,95,73,0.00
2018-05-30,72,83,70,11.2,94,73,0.00
2018-05-31,73,85,70,12.5,95,74,0.00
2018-06-01,73,87,70,10.7,96,77,0.00
2018-06-02,74,87,69,10.3,97,77,0.00
2018-06-03,74,84,74,4.7,98,70,1.56
2018-06-04,72,80,79,5.8,88,72,0.00
2018-06-05,73,85,70,7.6,95,75,0.00
2018-06-06,73,85,71,7.6,94,76,0.00
2018-06-07,72,85,68,9.2,94,75,0.00
2018-06-08,70,84,66,6.9,94,74,0.00
2018-06-09,71,83,72,8.3,93,72,0.00
2018-06-10,72,86,68,12.1,96,76,0.00
2018-06-11,72,87,67,14.5,96,78,0.00
2018-06-12,72,88,66,12.8,97,79,0.00
2018-06-13,71,85,65,8.7,96,74,0.00
2018-06-14,72,84,70,8.7,94,74,0.00
2018-06-15,72,85,69,10.3,96,74,0.00
2018-06-16,72,85,68,10.7,95,75,0.00
2018-06-17,75,83,86,8.3,90,76,0.12
2018-06-18,74,82,82,10.7,90,74,0.03
2018-06-19,75,80,91,9.6,86,74,0.14
2018-06-20,75,78,97,5.8,81,74,0.16
2018-06-21,76,81,82,4.7,90,73,0.0
2018-06-22,76,85,77,9.6,95,76,0.00
2018-06-23,74,85,74,13.4,95,76,0.00
2018-06-24,75,87,72,15.0,95,78,0.00
2018-06-25,75,85,75,12.5,94,77,0.00
2018-06-26,74,85,72,10.5,95,76,0.00
2018-06-27,73,85,71,8.9,95,74,0.00
2018-06-28,73,86,71,10.3,96,75,0.00
2018-06-29,74,86,72,12.1,96,76,0.00
2018-06-30,73,87,68,12.8,97,77,0.00
2018-07-01,73,87,67,10.5,97,77,0.00
2018-07-02,73,86,68,6.7,96,75,0.00
2018-07-03,71,86,64,7.4,98,74,0.00
2018-07-04,73,79,87,5.8,85,73,0.11
2018-07-05,71,84,71,4.0,96,71,0.04
2018-07-06,72,86,72,8.5,97,75,0.10
2018-07-07,74,82,90,3.8,90,74,0.57
2018-07-08,74,81,88,4.7,89,74,0.0
2018-07-09,75,80,94,3.1,86,73,0.58
2018-07-10,73,82,76,5.1,92,72,0.00
2018-07-11,73,83,71,4.7,93,74,0.00
2018-07-12,73,85,72,7.2,94,75,0.00
2018-07-13,73,85,70,7.2,94,75,0.00
2018-07-14,74,85,73,8.9,94,76,0.00
2018-07-15,74,86,73,9.4,96,76,0.00
2018-07-16,73,85,70,8.7,97,74,0.00
2018-07-17,73,86,69,8.7,97,75,0.00
2018-07-18,73,87,67,9.4,98,76,0.00
2018-07-19,72,88,66,9.2,100,76,0.00
2018-07-20,72,88,64,9.6,100,76,0.00
2018-07-21,73,87,67,8.3,99,75,0.00
2018-07-22,71,89,61,9.2,102,76,0.00
2018-07-23,69,91,55,7.2,106,76,0.00
2018-07-24,69,92,52,8.1,100,83,0.00
2018-07-25,68,87,56,3.4,99,76,0.00
